tractFIPS_left,SUM of Qty,tree planting sentence,many tree %ile,few tree %ile,priority category,pcanopy,canopy sentence,high canopy %ile,low canopy %ile,requests,requests sentence,high req %ile,low req %ile,prio_rank
17031700301,30,less than 77.9156327543424% of other census tracts,22.08436725,77.91563275,highest                                                                         ,14.17157113,less than 83.3333333333333% of other census tracts,16.66666667,83.33333333,40,less than 66.7910447761194% of other census tracts,33.20895522,66.79104478,619
17031700302,61,less than 52.2332506203474% of other census tracts,47.76674938,52.23325062,highest                                                                         ,12.04850469,less than 90.9203980099503% of other census tracts,9.07960199,90.92039801,88,more than 61.9402985074627% of other census tracts,61.94029851,38.05970149,670
17031700401,62,less than 51.4888337468983% of other census tracts,48.51116625,51.48883375,highest                                                                         ,18.1517346,less than 62.0646766169154% of other census tracts,37.93532338,62.06467662,57,less than 55.7213930348259% of other census tracts,44.27860697,55.72139303,662
17031700402,53,less than 58.560794044665% of other census tracts,41.43920596,58.56079404,highest                                                                         ,18.90573259,less than 56.3432835820896% of other census tracts,43.65671642,56.34328358,39,less than 67.6616915422886% of other census tracts,32.33830846,67.66169154,665
17031700501,188,more than 91.8114143920596% of other census tracts,91.81141439,8.188585608,highest                                                                         ,17.99047913,less than 63.4328358208955% of other census tracts,36.56716418,63.43283582,288,more than 93.407960199005% of other census tracts,93.4079602,6.592039801,576
17031700502,48,less than 62.7791563275434% of other census tracts,37.22084367,62.77915633,high                                                                            ,24.36973171,more than 71.7661691542289% of other census tracts,71.76616915,28.23383085,20,less than 83.955223880597% of other census tracts,16.04477612,83.95522388,465
17031710100,104,more than 72.0843672456576% of other census tracts,72.08436725,27.91563275,highest                                                                         ,23.73112825,more than 68.407960199005% of other census tracts,68.4079602,31.5920398,41,less than 66.044776119403% of other census tracts,33.95522388,66.04477612,565
17031710200,118,more than 78.0397022332506% of other census tracts,78.03970223,21.96029777,highest                                                                         ,21.54624221,more than 57.089552238806% of other census tracts,57.08955224,42.91044776,249,more than 90.4228855721393% of other census tracts,90.42288557,9.577114428,766
17031710300,53,less than 58.560794044665% of other census tracts,41.43920596,58.56079404,highest                                                                         ,16.81790117,less than 70.6467661691542% of other census tracts,29.35323383,70.64676617,103,more than 68.407960199005% of other census tracts,68.4079602,31.5920398,754
17031710400,234,more than 95.2853598014888% of other census tracts,95.2853598,4.714640199,highest                                                                         ,20.64220464,more than 53.1094527363184% of other census tracts,53.10945274,46.89054726,606,more than 99.8756218905473% of other census tracts,99.87562189,0.1243781095,734
17031710500,165,more than 87.8411910669975% of other census tracts,87.84119107,12.15880893,highest                                                                         ,15.50776578,less than 76.9900497512438% of other census tracts,23.00995025,76.99004975,294,more than 93.6567164179105% of other census tracts,93.65671642,6.343283582,782
17031710600,69,more than 54.2183622828784% of other census tracts,54.21836228,45.78163772,highest                                                                         ,16.68981636,less than 71.5174129353234% of other census tracts,28.48258706,71.51741294,116,more than 72.7611940298507% of other census tracts,72.76119403,27.23880597,789
17031710700,135,more than 83.0024813895782% of other census tracts,83.00248139,16.99751861,highest                                                                         ,14.00922762,less than 84.2039800995025% of other census tracts,15.7960199,84.2039801,315,more than 94.9004975124378% of other census tracts,94.90049751,5.099502488,794
17031710800,95,more than 67.9900744416873% of other census tracts,67.99007444,32.00992556,highest                                                                         ,15.06117473,less than 79.228855721393% of other census tracts,20.77114428,79.22885572,367,more than 96.5174129353234% of other census tracts,96.51741294,3.482587065,776
17031710900,157,more than 86.7245657568238% of other census tracts,86.72456576,13.27543424,highest                                                                         ,18.23409311,less than 61.6915422885572% of other census tracts,38.30845771,61.69154229,37,less than 69.1542288557214% of other census tracts,30.84577114,69.15422886,757
17031711000,165,more than 87.8411910669975% of other census tracts,87.84119107,12.15880893,highest                                                                         ,22.24941238,more than 61.0696517412935% of other census tracts,61.06965174,38.93034826,281,more than 93.0348258706468% of other census tracts,93.03482587,6.965174129,713
17031711100,169,more than 88.9578163771712% of other census tracts,88.95781638,11.04218362,highest                                                                         ,17.5944311,less than 65.6716417910448% of other census tracts,34.32835821,65.67164179,323,more than 95.5223880597015% of other census tracts,95.52238806,4.47761194,679
17031711200,281,more than 97.0223325062035% of other census tracts,97.02233251,2.977667494,highest                                                                         ,17.17750465,less than 68.5323383084577% of other census tracts,31.46766169,68.53233831,443,more than 98.3830845771144% of other census tracts,98.38308458,1.616915423,736
17031711300,127,more than 80.272952853598% of other census tracts,80.27295285,19.72704715,highest                                                                         ,20.27231797,more than 50.8706467661692% of other census tracts,50.87064677,49.12935323,143,more than 78.2338308457711% of other census tracts,78.23383085,21.76616915,711
17031711400,163,more than 87.3449131513648% of other census tracts,87.34491315,12.65508685,highest                                                                         ,19.05118087,less than 55.5970149253731% of other census tracts,44.40298507,55.59701493,216,more than 88.1840796019901% of other census tracts,88.1840796,11.8159204,683
17031711500,106,more than 73.8213399503722% of other census tracts,73.82133995,26.17866005,highest                                                                         ,23.77876582,more than 69.0298507462687% of other census tracts,69.02985075,30.97014925,51,less than 59.3283582089552% of other census tracts,40.67164179,59.32835821,624
17031720100,263,more than 96.4019851116625% of other census tracts,96.40198511,3.598014888,low                                                                             ,49.18513248,more than 99.6268656716418% of other census tracts,99.62686567,0.3731343284,263,more than 91.6666666666667% of other census tracts,91.66666667,8.333333333,33
17031720200,168,more than 88.4615384615385% of other census tracts,88.46153846,11.53846154,medium                                                                          ,43.23884283,more than 99.2537313432836% of other census tracts,99.25373134,0.7462686567,224,more than 88.9303482587065% of other census tracts,88.93034826,11.06965174,177
17031720300,246,more than 96.029776674938% of other census tracts,96.02977667,3.970223325,medium                                                                          ,34.30697031,more than 96.1442786069652% of other census tracts,96.14427861,3.855721393,391,more than 97.0149253731343% of other census tracts,97.01492537,2.985074627,184
17031720400,68,more than 53.1017369727047% of other census tracts,53.10173697,46.89826303,medium                                                                          ,27.26026878,more than 85.0746268656717% of other census tracts,85.07462687,14.92537313,91,more than 63.8059701492537% of other census tracts,63.80597015,36.19402985,223
17031720500,82,more than 61.6625310173697% of other census tracts,61.66253102,38.33746898,medium                                                                          ,31.38730743,more than 93.2835820895522% of other census tracts,93.28358209,6.71641791,130,more than 75.6218905472637% of other census tracts,75.62189055,24.37810945,117
17031720600,134,more than 82.6302729528536% of other census tracts,82.63027295,17.36972705,medium                                                                          ,38.96226952,more than 98.5074626865672% of other census tracts,98.50746269,1.492537313,192,more than 85.8208955223881% of other census tracts,85.82089552,14.17910448,130
17031720700,131,more than 81.0173697270471% of other census tracts,81.01736973,18.98263027,medium                                                                          ,46.59913217,more than 99.5024875621891% of other census tracts,99.50248756,0.4975124378,157,more than 80.8457711442786% of other census tracts,80.84577114,19.15422886,132
17031730100,29,less than 79.0322580645161% of other census tracts,20.96774194,79.03225806,highest                                                                         ,20.83784053,more than 54.1044776119403% of other census tracts,54.10447761,45.89552239,25,less than 79.4776119402985% of other census tracts,20.52238806,79.47761194,669
17031730201,354,more than 98.8833746898263% of other census tracts,98.88337469,1.11662531,highest                                                                         ,19.88721091,less than 51.1194029850746% of other census tracts,48.88059701,51.11940299,450,more than 98.5074626865672% of other census tracts,98.50746269,1.492537313,723
17031730202,106,more than 73.8213399503722% of other census tracts,73.82133995,26.17866005,highest                                                                         ,15.63836935,less than 76.1194029850746% of other census tracts,23.88059701,76.11940299,164,more than 82.3383084577114% of other census tracts,82.33830846,17.66169154,591
17031730300,90,more than 66.2531017369727% of other census tracts,66.25310174,33.74689826,highest                                                                         ,15.49473213,less than 77.1144278606965% of other census tracts,22.88557214,77.11442786,117,more than 73.0099502487562% of other census tracts,73.00995025,26.99004975,768
17031730400,142,more than 84.6153846153846% of other census tracts,84.61538462,15.38461538,highest                                                                         ,23.25025924,more than 65.9203980099503% of other census tracts,65.92039801,34.07960199,78,more than 55.4726368159204% of other census tracts,55.47263682,44.52736318,494
17031730500,117,more than 77.7915632754342% of other census tracts,77.79156328,22.20843672,highest                                                                         ,23.93445405,more than 69.4029850746269% of other census tracts,69.40298507,30.59701493,57,less than 55.7213930348259% of other census tracts,44.27860697,55.72139303,548
17031730600,742,more than 99.7518610421836% of other census tracts,99.75186104,0.2481389578,highest                                                                         ,21.9379901,more than 59.452736318408% of other census tracts,59.45273632,40.54726368,54,less than 56.9651741293532% of other census tracts,43.03482587,56.96517413,575
17031730700,146,more than 85.1116625310174% of other census tracts,85.11166253,14.88833747,highest                                                                         ,23.36281392,more than 66.5422885572139% of other census tracts,66.54228856,33.45771144,91,more than 63.8059701492537% of other census tracts,63.80597015,36.19402985,611
17031740100,56,less than 56.2034739454094% of other census tracts,43.79652605,56.20347395,high                                                                            ,20.01022482,less than 50.6218905472637% of other census tracts,49.37810945,50.62189055,89,more than 62.6865671641791% of other census tracts,62.68656716,37.31343284,410
17031740200,73,more than 55.8312655086849% of other census tracts,55.83126551,44.16873449,high                                                                            ,19.95057941,less than 50.8706467661692% of other census tracts,49.12935323,50.87064677,131,more than 75.9950248756219% of other census tracts,75.99502488,24.00497512,368
17031740300,80,more than 60.545905707196% of other census tracts,60.54590571,39.45409429,high                                                                            ,20.57074185,more than 52.6119402985075% of other census tracts,52.6119403,47.3880597,110,more than 70.771144278607% of other census tracts,70.77114428,29.22885572,307
17031740400,116,more than 77.4193548387097% of other census tracts,77.41935484,22.58064516,high                                                                            ,16.24995301,less than 73.5074626865672% of other census tracts,26.49253731,73.50746269,82,more than 57.8358208955224% of other census tracts,57.8358209,42.1641791,333
17031750100,142,more than 84.6153846153846% of other census tracts,84.61538462,15.38461538,highest                                                                         ,24.38628709,more than 71.8905472636816% of other census tracts,71.89054726,28.10945274,40,less than 66.7910447761194% of other census tracts,33.20895522,66.79104478,517
17031750200,169,more than 88.9578163771712% of other census tracts,88.95781638,11.04218362,medium                                                                          ,43.12876406,more than 98.8805970149254% of other census tracts,98.88059701,1.119402985,174,more than 83.8308457711443% of other census tracts,83.83084577,16.16915423,186
17031750300,134,more than 82.6302729528536% of other census tracts,82.63027295,17.36972705,medium                                                                          ,31.03636028,more than 92.7860696517413% of other census tracts,92.78606965,7.213930348,208,more than 87.1890547263682% of other census tracts,87.18905473,12.81094527,198
17031750400,133,more than 82.258064516129% of other census tracts,82.25806452,17.74193548,high                                                                            ,25.21017584,more than 75.7462686567164% of other census tracts,75.74626866,24.25373134,155,more than 80.4726368159204% of other census tracts,80.47263682,19.52736318,279
17031750500,286,more than 97.3945409429281% of other census tracts,97.39454094,2.605459057,highest                                                                         ,24.99166867,more than 75% of other census tracts,75,25,178,more than 84.0796019900498% of other census tracts,84.07960199,15.92039801,555
17031750600,130,more than 80.5210918114144% of other census tracts,80.52109181,19.47890819,highest                                                                         ,24.52480768,more than 73.2587064676617% of other census tracts,73.25870647,26.74129353,25,less than 79.4776119402985% of other census tracts,20.52238806,79.47761194,636
17031760801,9,less than 95.409429280397% of other census tracts,4.59057072,95.40942928,medium                                                                          ,22.6185687,more than 63.3084577114428% of other census tracts,63.30845771,36.69154229,13,less than 90.2985074626866% of other census tracts,9.701492537,90.29850746,243
17031760802,23,less than 84.3672456575682% of other census tracts,15.63275434,84.36724566,lowest                                                                          ,64.47128362,more than 99.8756218905473% of other census tracts,99.87562189,0.1243781095,34,less than 72.2636815920398% of other census tracts,27.73631841,72.26368159,2
17031760803,6,less than 97.5186104218362% of other census tracts,2.481389578,97.51861042,medium                                                                          ,37.27300345,more than 98.0099502487562% of other census tracts,98.00995025,1.990049751,15,less than 88.681592039801% of other census tracts,11.31840796,88.68159204,208
17031770602,3,less than 98.6352357320099% of other census tracts,1.364764268,98.63523573,high                                                                            ,11.31933178,less than 93.1592039800995% of other census tracts,6.84079602,93.15920398,0,less than 98.7562189054726% of other census tracts,1.243781095,98.75621891,430
17031807900,2,less than 99.0074441687345% of other census tracts,0.9925558313,99.00744417,low                                                                             ,33.17470777,more than 95.273631840796% of other census tracts,95.27363184,4.726368159,0,less than 98.7562189054726% of other census tracts,1.243781095,98.75621891,65
17031813801,1,less than 99.5037220843672% of other census tracts,0.4962779156,99.50372208,highest                                                                         ,9.778979166,less than 96.7661691542289% of other census tracts,3.233830846,96.76616915,0,less than 98.7562189054726% of other census tracts,1.243781095,98.75621891,668
17031820800,1,less than 99.5037220843672% of other census tracts,0.4962779156,99.50372208,high                                                                            ,12.46661484,less than 89.3034825870647% of other census tracts,10.69651741,89.30348259,0,less than 98.7562189054726% of other census tracts,1.243781095,98.75621891,359
17031821402,1,less than 99.5037220843672% of other census tracts,0.4962779156,99.50372208,highest                                                                         ,20.83701497,more than 53.9800995024876% of other census tracts,53.9800995,46.0199005,0,less than 98.7562189054726% of other census tracts,1.243781095,98.75621891,570
17031821600,13,less than 92.4317617866005% of other census tracts,7.568238213,92.43176179,high                                                                            ,18.93547568,less than 56.0945273631841% of other census tracts,43.90547264,56.09452736,0,less than 98.7562189054726% of other census tracts,1.243781095,98.75621891,393
17031823304,11,less than 93.7965260545906% of other census tracts,6.203473945,93.79652605,high                                                                            ,27.20665651,more than 84.7014925373134% of other census tracts,84.70149254,15.29850746,0,less than 98.7562189054726% of other census tracts,1.243781095,98.75621891,392
17031829100,6,less than 97.5186104218362% of other census tracts,2.481389578,97.51861042,high                                                                            ,26.14050709,more than 80.3482587064677% of other census tracts,80.34825871,19.65174129,0,less than 98.7562189054726% of other census tracts,1.243781095,98.75621891,328
17031829700,7,less than 97.0223325062035% of other census tracts,2.977667494,97.02233251,high                                                                            ,23.17836147,more than 65.547263681592% of other census tracts,65.54726368,34.45273632,0,less than 98.7562189054726% of other census tracts,1.243781095,98.75621891,271
17031830500,368,more than 99.0074441687345% of other census tracts,99.00744417,0.9925558313,highest                                                                         ,10.3868571,less than 95.3980099502488% of other census tracts,4.60199005,95.39800995,312,more than 94.7761194029851% of other census tracts,94.7761194,5.223880597,543
17031830600,114,more than 76.302729528536% of other census tracts,76.30272953,23.69727047,medium                                                                          ,20.71265419,more than 53.4825870646766% of other census tracts,53.48258706,46.51741294,91,more than 63.8059701492537% of other census tracts,63.80597015,36.19402985,261
17031830700,78,more than 59.5533498759305% of other census tracts,59.55334988,40.44665012,medium                                                                          ,27.58360861,more than 86.1940298507463% of other census tracts,86.19402985,13.80597015,103,more than 68.407960199005% of other census tracts,68.4079602,31.5920398,180
17031830800,30,less than 77.9156327543424% of other census tracts,22.08436725,77.91563275,low                                                                             ,21.24986056,more than 55.8457711442786% of other census tracts,55.84577114,44.15422886,37,less than 69.1542288557214% of other census tracts,30.84577114,69.15422886,75
17031830900,91,more than 66.6253101736973% of other census tracts,66.62531017,33.37468983,medium                                                                          ,10.51622371,less than 95.0248756218906% of other census tracts,4.975124378,95.02487562,105,more than 69.4029850746269% of other census tracts,69.40298507,30.59701493,249
17031831000,40,less than 68.1141439205955% of other census tracts,31.88585608,68.11414392,low                                                                             ,26.03042657,more than 79.8507462686567% of other census tracts,79.85074627,20.14925373,84,more than 58.955223880597% of other census tracts,58.95522388,41.04477612,82
17031831100,206,more than 94.044665012407% of other census tracts,94.04466501,5.955334988,high                                                                            ,15.80257505,less than 75.6218905472637% of other census tracts,24.37810945,75.62189055,423,more than 98.134328358209% of other census tracts,98.13432836,1.865671642,349
17031831200,67,more than 52.1091811414392% of other census tracts,52.10918114,47.89081886,high                                                                            ,17.46630312,less than 66.9154228855721% of other census tracts,33.08457711,66.91542289,144,more than 78.4825870646766% of other census tracts,78.48258706,21.51741294,479
17031831300,39,less than 69.106699751861% of other census tracts,30.89330025,69.10669975,highest                                                                         ,11.81167287,less than 91.6666666666667% of other census tracts,8.333333333,91.66666667,28,less than 76.6169154228856% of other census tracts,23.38308458,76.61691542,569
17031831400,343,more than 98.3870967741936% of other census tracts,98.38709677,1.612903226,highest                                                                         ,9.434012573,less than 97.3880597014925% of other census tracts,2.611940299,97.3880597,223,more than 88.8059701492537% of other census tracts,88.80597015,11.19402985,777
17031831500,52,less than 59.3052109181141% of other census tracts,40.69478908,59.30521092,highest                                                                         ,10.15861483,less than 96.5174129353234% of other census tracts,3.482587065,96.51741294,45,less than 63.5572139303483% of other census tracts,36.44278607,63.55721393,594
17031831600,132,more than 81.6377171215881% of other census tracts,81.63771712,18.36228288,high                                                                            ,18.26131334,less than 61.318407960199% of other census tracts,38.68159204,61.31840796,113,more than 71.7661691542289% of other census tracts,71.76616915,28.23383085,488
17031831700,65,more than 50.9925558312655% of other census tracts,50.99255583,49.00744417,high                                                                            ,14.65701163,less than 81.0945273631841% of other census tracts,18.90547264,81.09452736,81,more than 57.089552238806% of other census tracts,57.08955224,42.91044776,391
17031831800,215,more than 94.4168734491315% of other census tracts,94.41687345,5.583126551,medium                                                                          ,26.0915782,more than 80.0995024875622% of other census tracts,80.09950249,19.90049751,109,more than 70.5223880597015% of other census tracts,70.52238806,29.47761194,206
17031831900,46,less than 64.0198511166253% of other census tracts,35.98014888,64.01985112,low                                                                             ,27.30269569,more than 85.1990049751244% of other census tracts,85.19900498,14.80099502,69,more than 52.1144278606965% of other census tracts,52.11442786,47.88557214,43
17031832000,33,less than 74.317617866005% of other census tracts,25.68238213,74.31761787,low                                                                             ,16.83894042,less than 70.3980099502488% of other census tracts,29.60199005,70.39800995,28,less than 76.6169154228856% of other census tracts,23.38308458,76.61691542,108
17031832100,30,less than 77.9156327543424% of other census tracts,22.08436725,77.91563275,low                                                                             ,21.02057765,more than 54.726368159204% of other census tracts,54.72636816,45.27363184,19,less than 85.3233830845771% of other census tracts,14.67661692,85.32338308,116
17031832200,53,less than 58.560794044665% of other census tracts,41.43920596,58.56079404,medium                                                                          ,21.56661074,more than 57.3383084577114% of other census tracts,57.33830846,42.66169154,127,more than 74.6268656716418% of other census tracts,74.62686567,25.37313433,151
17031832300,66,more than 51.4888337468983% of other census tracts,51.48883375,48.51116625,medium                                                                          ,12.08424234,less than 90.6716417910448% of other census tracts,9.328358209,90.67164179,106,more than 69.6517412935323% of other census tracts,69.65174129,30.34825871,209
17031832400,41,less than 67.4937965260546% of other census tracts,32.50620347,67.49379653,medium                                                                          ,19.18880292,less than 54.8507462686567% of other census tracts,45.14925373,54.85074627,147,more than 79.3532338308458% of other census tracts,79.35323383,20.64676617,189
17031832500,37,less than 71.712158808933% of other census tracts,28.28784119,71.71215881,medium                                                                          ,18.49041935,less than 59.452736318408% of other census tracts,40.54726368,59.45273632,67,more than 51.1194029850746% of other census tracts,51.11940299,48.88059701,258
17031832600,43,less than 65.6327543424318% of other census tracts,34.36724566,65.63275434,medium                                                                          ,22.20168484,more than 60.8208955223881% of other census tracts,60.82089552,39.17910448,132,more than 76.2437810945274% of other census tracts,76.24378109,23.75621891,141
17031832900,14,less than 91.5632754342432% of other census tracts,8.436724566,91.56327543,medium                                                                          ,25.86033486,more than 79.1044776119403% of other census tracts,79.10447761,20.89552239,12,less than 91.2935323383085% of other census tracts,8.706467662,91.29353234,194
17031833000,139,more than 83.9950372208437% of other census tracts,83.99503722,16.00496278,medium                                                                          ,12.17949952,less than 90.2985074626866% of other census tracts,9.701492537,90.29850746,62,less than 51.865671641791% of other census tracts,48.13432836,51.86567164,238
17031833100,154,more than 86.4764267990074% of other census tracts,86.4764268,13.5235732,medium                                                                          ,17.12046466,less than 68.6567164179105% of other census tracts,31.34328358,68.65671642,107,more than 70.0248756218906% of other census tracts,70.02487562,29.97512438,251
17031833300,41,less than 67.4937965260546% of other census tracts,32.50620347,67.49379653,high                                                                            ,24.36587263,more than 71.6417910447761% of other census tracts,71.64179104,28.35820896,18,less than 85.8208955223881% of other census tracts,14.17910448,85.82089552,299
17031833900,97,more than 69.3548387096774% of other census tracts,69.35483871,30.64516129,highest                                                                         ,19.16536858,less than 54.9751243781095% of other census tracts,45.02487562,54.97512438,75,more than 54.228855721393% of other census tracts,54.22885572,45.77114428,556
17031834000,161,more than 87.0967741935484% of other census tracts,87.09677419,12.90322581,highest                                                                         ,23.74703131,more than 68.6567164179105% of other census tracts,68.65671642,31.34328358,130,more than 75.6218905472637% of other census tracts,75.62189055,24.37810945,689
17031834200,192,more than 92.1836228287841% of other census tracts,92.18362283,7.816377171,high                                                                            ,18.84185186,less than 57.2139303482587% of other census tracts,42.78606965,57.21393035,126,more than 74.5024875621891% of other census tracts,74.50248756,25.49751244,483
17031834300,195,more than 92.8039702233251% of other census tracts,92.80397022,7.196029777,highest                                                                         ,25.16119569,more than 75.6218905472637% of other census tracts,75.62189055,24.37810945,101,more than 67.6616915422886% of other census tracts,67.66169154,32.33830846,514
17031834400,51,less than 59.8014888337469% of other census tracts,40.19851117,59.80148883,high                                                                            ,19.80120286,less than 51.7412935323383% of other census tracts,48.25870647,51.74129353,40,less than 66.7910447761194% of other census tracts,33.20895522,66.79104478,468
17031834500,115,more than 76.7990074441687% of other census tracts,76.79900744,23.20099256,highest                                                                         ,18.19406714,less than 61.9402985074627% of other census tracts,38.05970149,61.94029851,46,less than 62.5621890547264% of other census tracts,37.43781095,62.56218905,678
17031834600,241,more than 95.6575682382134% of other census tracts,95.65756824,4.342431762,highest                                                                         ,19.3929265,less than 53.7313432835821% of other census tracts,46.26865672,53.73134328,327,more than 95.6467661691542% of other census tracts,95.64676617,4.353233831,727
17031834700,131,more than 81.0173697270471% of other census tracts,81.01736973,18.98263027,highest                                                                         ,28.77234758,more than 89.3034825870647% of other census tracts,89.30348259,10.69651741,24,less than 80.8457711442786% of other census tracts,19.15422886,80.84577114,604
17031834800,105,more than 73.0769230769231% of other census tracts,73.07692308,26.92307692,highest                                                                         ,22.27540627,more than 61.318407960199% of other census tracts,61.31840796,38.68159204,65,less than 50.1243781094527% of other census tracts,49.87562189,50.12437811,674
17031834900,259,more than 96.2779156327543% of other census tracts,96.27791563,3.722084367,highest                                                                         ,29.45823949,more than 90.1741293532338% of other census tracts,90.17412935,9.825870647,263,more than 91.6666666666667% of other census tracts,91.66666667,8.333333333,694
17031835000,35,less than 73.0769230769231% of other census tracts,26.92307692,73.07692308,highest                                                                         ,11.61517833,less than 92.2885572139304% of other census tracts,7.711442786,92.28855721,133,more than 76.4925373134328% of other census tracts,76.49253731,23.50746269,798
17031835100,98,more than 69.8511166253102% of other census tracts,69.85111663,30.14888337,highest                                                                         ,16.50535848,less than 72.2636815920398% of other census tracts,27.73631841,72.26368159,100,more than 67.1641791044776% of other census tracts,67.1641791,32.8358209,672
17031835200,10,less than 94.5409429280397% of other census tracts,5.459057072,94.54094293,highest                                                                         ,8.355574207,less than 99.0049751243781% of other census tracts,0.9950248756,99.00497512,17,less than 87.0646766169154% of other census tracts,12.93532338,87.06467662,718
17031835500,193,more than 92.4317617866005% of other census tracts,92.43176179,7.568238213,highest                                                                         ,14.14357091,less than 83.5820895522388% of other census tracts,16.41791045,83.58208955,89,more than 62.6865671641791% of other census tracts,62.68656716,37.31343284,759
17031835600,122,more than 79.1563275434243% of other census tracts,79.15632754,20.84367246,highest                                                                         ,10.21024436,less than 96.2686567164179% of other census tracts,3.731343284,96.26865672,15,less than 88.681592039801% of other census tracts,11.31840796,88.68159204,675
17031835700,73,more than 55.8312655086849% of other census tracts,55.83126551,44.16873449,lowest                                                                          ,9.42018709,less than 97.5124378109453% of other census tracts,2.487562189,97.51243781,6,less than 96.1442786069652% of other census tracts,3.855721393,96.14427861,5
17031835800,90,more than 66.2531017369727% of other census tracts,66.25310174,33.74689826,highest                                                                         ,16.70059769,less than 71.3930348258706% of other census tracts,28.60696517,71.39303483,17,less than 87.0646766169154% of other census tracts,12.93532338,87.06467662,539
17031835900,181,more than 90.6947890818859% of other census tracts,90.69478908,9.305210918,high                                                                            ,19.85903047,less than 51.4925373134328% of other census tracts,48.50746269,51.49253731,62,less than 51.865671641791% of other census tracts,48.13432836,51.86567164,337
17031836000,116,more than 77.4193548387097% of other census tracts,77.41935484,22.58064516,highest                                                                         ,16.24619801,less than 73.6318407960199% of other census tracts,26.3681592,73.6318408,37,less than 69.1542288557214% of other census tracts,30.84577114,69.15422886,511
17031836100,282,more than 97.1464019851117% of other census tracts,97.14640199,2.853598015,highest                                                                         ,20.38675446,more than 51.1194029850746% of other census tracts,51.11940299,48.88059701,70,more than 52.8606965174129% of other census tracts,52.86069652,47.13930348,690
17031836200,58,less than 54.3424317617866% of other census tracts,45.65756824,54.34243176,medium                                                                          ,23.99701802,more than 69.7761194029851% of other census tracts,69.7761194,30.2238806,72,more than 53.3582089552239% of other census tracts,53.35820896,46.64179104,252
17031836300,17,less than 89.454094292804% of other census tracts,10.54590571,89.45409429,high                                                                            ,25.78395411,more than 78.3582089552239% of other census tracts,78.35820896,21.64179104,14,less than 89.3034825870647% of other census tracts,10.69651741,89.30348259,272
17031836400,105,more than 73.0769230769231% of other census tracts,73.07692308,26.92307692,high                                                                            ,18.03927649,less than 63.1840796019901% of other census tracts,36.8159204,63.1840796,38,less than 68.5323383084577% of other census tracts,31.46766169,68.53233831,486
17031836500,100,more than 70.8436724565757% of other census tracts,70.84367246,29.15632754,high                                                                            ,20.03122246,less than 50.497512437811% of other census tracts,49.50248756,50.49751244,19,less than 85.3233830845771% of other census tracts,14.67661692,85.32338308,462
17031836600,84,more than 62.1588089330025% of other census tracts,62.15880893,37.84119107,highest                                                                         ,12.91331407,less than 86.9402985074627% of other census tracts,13.05970149,86.94029851,95,more than 66.044776119403% of other census tracts,66.04477612,33.95522388,495
17031836700,205,more than 93.9205955334988% of other census tracts,93.92059553,6.079404467,highest                                                                         ,12.90382313,less than 87.0646766169154% of other census tracts,12.93532338,87.06467662,34,less than 72.2636815920398% of other census tracts,27.73631841,72.26368159,744
17031836800,89,more than 65.136476426799% of other census tracts,65.13647643,34.86352357,highest                                                                         ,24.92501105,more than 74.7512437810945% of other census tracts,74.75124378,25.24875622,66,more than 50.3731343283582% of other census tracts,50.37313433,49.62686567,657
17031836900,17,less than 89.454094292804% of other census tracts,10.54590571,89.45409429,highest                                                                         ,13.89854845,less than 84.3283582089552% of other census tracts,15.67164179,84.32835821,28,less than 76.6169154228856% of other census tracts,23.38308458,76.61691542,753
17031837000,110,more than 75.8064516129032% of other census tracts,75.80645161,24.19354839,highest                                                                         ,20.38810117,more than 51.2437810945274% of other census tracts,51.24378109,48.75621891,183,more than 84.5771144278607% of other census tracts,84.57711443,15.42288557,707
17031837100,112,more than 75.9305210918114% of other census tracts,75.93052109,24.06947891,highest                                                                         ,12.35519933,less than 89.6766169154229% of other census tracts,10.32338308,89.67661692,113,more than 71.7661691542289% of other census tracts,71.76616915,28.23383085,698
17031837300,271,more than 96.7741935483871% of other census tracts,96.77419355,3.225806452,highest                                                                         ,17.96165118,less than 63.5572139303483% of other census tracts,36.44278607,63.55721393,187,more than 85.0746268656717% of other census tracts,85.07462687,14.92537313,643
17031837400,193,more than 92.4317617866005% of other census tracts,92.43176179,7.568238213,highest                                                                         ,12.69339869,less than 87.9353233830846% of other census tracts,12.06467662,87.93532338,211,more than 87.6865671641791% of other census tracts,87.68656716,12.31343284,746
17031837800,105,more than 73.0769230769231% of other census tracts,73.07692308,26.92307692,highest                                                                         ,13.1216992,less than 86.0696517412935% of other census tracts,13.93034826,86.06965174,28,less than 76.6169154228856% of other census tracts,23.38308458,76.61691542,531
17031838000,115,more than 76.7990074441687% of other census tracts,76.79900744,23.20099256,highest                                                                         ,20.397784,more than 51.4925373134328% of other census tracts,51.49253731,48.50746269,45,less than 63.5572139303483% of other census tracts,36.44278607,63.55721393,501
17031838100,54,less than 56.8238213399504% of other census tracts,43.17617866,56.82382134,highest                                                                         ,12.20865363,less than 90.1741293532338% of other census tracts,9.825870647,90.17412935,11,less than 92.2885572139304% of other census tracts,7.711442786,92.28855721,536
17031838200,89,more than 65.136476426799% of other census tracts,65.13647643,34.86352357,high                                                                            ,18.10510112,less than 62.6865671641791% of other census tracts,37.31343284,62.68656716,49,less than 60.5721393034826% of other census tracts,39.4278607,60.5721393,314
